"date","year","mon","name_p","ID","discharge","pred","generation","prec","spei_1","spei_3","STI_1","STI_2","t2max15D","t2max30D","dis15D","dis30D","ssi_1","ssi_3","ssi_6"
1979-01-01,"1979","01","AET Leventina",2364,0.87883064516129,61.4593564044086,NA,114.272447999,0.0725694844790764,0,-1.46392247802422,0,-4.3655934053595,-4.38698184101463,0.875311389786289,0.870307248594193,-0.55702278216705,NA,NA
1979-02-01,"1979","02","AET Leventina",2364,0.83778869047619,57.0714809416667,NA,80.1533373645,-0.119152653252049,0,-0.226960355106935,-1.00499802704175,-1.75870966857143,-1.58071767911905,0.83453253968254,0.833466716269841,-0.544660210025947,NA,NA
1979-03-01,"1979","03","AET Leventina",2364,0.809049731182796,50.2481175626882,NA,353.100711852,2.01051124208564,1.59679179886355,-0.719412730260919,-0.556767191066641,-1.03205409522581,-1.23703481393548,0.814582974910394,0.820416039426523,-0.66587345103198,-0.616625638934053,NA
1979-04-01,"1979","04","AET Leventina",2364,1.01573055555556,57.8692669384444,NA,95.473834707,-0.321536817005785,1.02995037767406,-1.56876992493299,-1.56687757927517,0.0218906562000001,0.244996608033333,1.01914111111111,1.05622842592593,-0.207024114517628,-0.54004930290299,NA
1979-05-01,"1979","05","AET Leventina",2364,3.46564650537634,119.646166865591,NA,156.4511812603,0.126021578154832,0.949988345503326,-0.621397156873104,-1.35636453797484,6.57185146551613,6.77849790546236,3.4425440860215,3.41688611111111,0.683979558290762,0.334704537465771,NA
1979-06-01,"1979","06","AET Leventina",2364,3.89480694444444,144.04707879,NA,114.0276424268,-0.548013933735394,-0.804578174791307,-0.140755880006756,-0.46751059603927,11.7476205813333,11.4237419296667,3.85986555555555,3.84134421296296,-0.182323336234797,0.0900385657164499,-0.12582514417797
1979-07-01,"1979","07","AET Leventina",2364,1.98501747311828,82.3347366977419,NA,75.889195259,-0.685566830731419,-0.761128488606895,-0.852583177010216,-0.64636403360577,13.7946396569892,13.8725241521505,2.03185573476702,2.03579829749104,-0.754184106157293,-0.237110240409489,-0.327158887513419
1979-08-01,"1979","08","AET Leventina",2364,1.52654569892473,58.307620988172,NA,143.905488224,-0.0101980121132845,-0.765869251708994,-1.38054288581828,-1.45993219017664,12.8308046774194,13.0831424522581,1.5283979390681,1.5290416218638,-0.752499852974948,-0.618756269943874,-0.409192835698534
1979-09-01,"1979","09","AET Leventina",2364,1.30018055555556,50.8956177988889,NA,94.081896455,-0.426234274923926,-0.914817354014747,0.143664323186909,-0.722458565255529,11.62243093,11.5051825308889,1.30366490740741,1.42117550925926,-0.859089711751274,-1.03886138591171,-0.573455592237486
1979-10-01,"1979","10","AET Leventina",2364,6.05089516129032,91.781628460215,NA,442.1845492698,1.60052595508803,0.94377966712312,-0.19056733447103,-0.0187551899134172,7.26027243010753,6.69537352602151,6.04908037634409,5.93047119175627,1.31873471547804,0.445477561283313,0.0495503458710865
1979-11-01,"1979","11","AET Leventina",2364,1.64992777777778,92.7220230522222,NA,162.9067189998,0.264243175092361,0.810417723300828,-0.549637364534824,-0.539126543774102,0.963511818711112,1.38858848761111,1.64337268518519,1.64127731481482,0.0309026954443803,0.605982237288813,-0.0734006803826532
1979-12-01,"1979","12","AET Leventina",2364,1.15417338709677,71.6772070086022,NA,210.991761376,1.37583960587173,1.43074287117445,0.11269275880212,-0.274363560736449,-0.297317355741935,-0.689605863924732,1.1582103046595,1.16246922043011,-0.177777194384461,0.955320989493412,0.0111445103148001
1980-01-01,"1980","01","AET Leventina",2364,0.964727150537634,58.2421867883871,NA,92.780054202,-0.281518155488442,0.419523406466968,-1.07755415614904,-0.71734589590205,-3.85616502,-3.45494549277419,0.962789695340502,0.963567249103942,-0.366882761333215,-0.155287271606967,0.256702168288612
1980-02-01,"1980","02","AET Leventina",2364,0.872271551724138,52.4152301635632,NA,101.228637897,0.312117085508522,0.682839549225513,0.457290145505877,-0.293699446040044,-0.271999638965517,-0.570012256229885,0.879641858237548,0.879954214559387,-0.44182643377734,-0.357065330147155,0.384774517933461
1980-03-01,"1980","03","AET Leventina",2364,0.822397849462366,53.886800135914,NA,148.8610270525,0.495778989800052,-0.0260430004250495,-0.678357929765226,-0.0651344619597342,-0.735301279795699,-0.814270034999785,0.821570161290322,0.824398790322581,-0.622087796816573,-0.489643250727321,0.625897048907263
1980-04-01,"1980","04","AET Leventina",2364,0.864906944444444,53.3463835826667,NA,71.8388266633,-0.608398406589748,-0.407812718756376,-1.96937003392907,-1.81198693971748,-0.37140180744,0.261881450915334,0.877307685185185,0.891937685185185,-0.796271176955949,-0.662814036790356,-0.380123356728754
1980-05-01,"1980","05","AET Leventina",2364,1.20122446236559,68.1941074252688,NA,99.8676422389,-0.446773105626102,-0.780916267925267,-1.40827321527557,-2.06888878200581,4.99038035397849,4.86922106389247,1.20993440860215,1.32294242831541,-1.46350839004774,-1.36468721334838,-1.00588480687078
1980-06-01,"1980","06","AET Leventina",2364,3.69866527777778,131.847786726556,NA,217.814792348,0.969038277592509,-0.411344067343716,-1.90127356505517,-2.02987306607076,8.63678083088889,8.50302005144444,3.68458537037037,3.72339731481482,-0.279165752357401,-0.812256554048057,-0.814180494506682
1980-07-01,"1980","07","AET Leventina",2364,5.08202956989247,149.603525031183,NA,268.363405822,1.45846944092566,0.96255814520666,-1.94995534632931,-2.53268786121451,11.6583658819355,11.7431463862366,5.00796774193548,4.97939681899642,0.832753188157826,-0.0871888891536003,-0.215078010925618
